name,score,File
Adele,0.9,adele_1002.txt
Adele,0.9,adele_1043.txt
Taylor Swift,0.9,adele_1048.txt
Taylor Swift,0.9,adele_1051.txt
Adele,0.9,adele_1067.txt
Adele,0.9,adele_112.txt
Emma Watson,0.8,adele_147.txt
Adele,0.9,adele_157.txt
Adele,0.9,adele_178.txt
Adele,0.9,adele_197.txt
Adele,0.9,adele_201.txt
Taylor Swift,0.9,adele_209.txt
Taylor Swift,0.9,adele_216.txt
Adele,0.9,adele_242.txt
Adele,0.9,adele_271.txt
Adele,0.9,adele_287.txt
Adele,0.9,adele_297.txt
Adele,0.9,adele_302.txt
Adele,0.9,adele_323.txt
Adele,0.9,adele_357.txt
Adele,0.9,adele_366.txt
UNKNOWN,0.0,adele_377.txt
Adele,0.9,adele_397.txt
Adele,0.9,adele_423.txt
Adele,0.9,adele_43.txt
Taylor Swift,0.95,adele_442.txt
Adele,0.9,adele_468.txt
Taylor Swift,0.9,adele_47.txt
Adele,0.9,adele_491.txt
Adele,0.9,adele_497.txt
Adele,0.9,adele_503.txt
Adele,0.9,adele_547.txt
Adele,0.9,adele_558.txt
Adele,0.9,adele_57.txt
Taylor Swift,0.9,adele_576.txt
Adele,0.9,adele_591.txt
Taylor Swift,0.9,adele_607.txt
Adele,0.9,adele_61.txt
Adele,0.9,adele_618.txt
Adele,0.9,adele_656.txt
Adele,0.9,adele_667.txt
Adele,0.9,adele_673.txt
Adele,0.9,adele_682.txt
Barack Obama,0.9,adele_691.txt
Adele,0.9,adele_718.txt
Adele,0.9,adele_741.txt
Adele,0.9,adele_748.txt
Adele,0.9,adele_793.txt
Adele,0.9,adele_798.txt
Elton John,0.9,adele_836.txt
Adele,0.9,adele_851.txt
Adele,0.9,adele_867.txt
Adele,0.9,adele_876.txt
Madonna,0.9,adele_923.txt
Taylor Swift,0.9,adele_938.txt
Adele,0.9,adele_943.txt
Adele,0.9,adele_962.txt
Adele,0.9,adele_97.txt
Taylor Swift,0.8,adele_996.txt
UNKNOWN,0.0,bale_1003.txt
Christian Bale,0.9,bale_103.txt
Robert De Niro,0.9,bale_1052.txt
Christian Bale,0.9,bale_1062.txt
Johnny Depp,0.9,bale_113.txt
Catherine Zeta-Jones,0.9,bale_162.txt
Christian Bale,0.9,bale_172.txt
Tom Hanks,0.9,bale_194.txt
Christian Bale,0.9,bale_214.txt
Christian Bale,0.9,bale_224.txt
Christian Bale,0.9,bale_226.txt
UNKNOWN,0.0,bale_238.txt
UNKNOWN,0.0,bale_244.txt
UNKNOWN,0.0,bale_294.txt
UNKNOWN,0.0,bale_3.txt
UNKNOWN,0.0,bale_304.txt
Christian Bale,0.9,bale_306.txt
Christian Bale,0.9,bale_327.txt
UNKNOWN,0.0,bale_342.txt
Christian Bale,0.9,bale_348.txt
Johnny Depp,0.9,bale_362.txt
UNKNOWN,0.0,bale_367.txt
Christian Bale,0.9,bale_38.txt
Christian Bale,0.9,bale_387.txt
Christian Bale,0.9,bale_409.txt
Christian Bale,0.9,bale_428.txt
Tom Hanks,0.9,bale_433.txt
Christian Bale,0.9,bale_443.txt
Scarlett Johansson,0.9,bale_446.txt
Charlie Chaplin,0.9,bale_537.txt
Tom Hanks,0.9,bale_628.txt
Christian Bale,0.9,bale_637.txt
Johnny Depp,0.9,bale_722.txt
Christian Bale,0.9,bale_728.txt
Tom Hanks,0.9,bale_740.txt
Christian Bale,0.9,bale_742.txt
Joaquin Phoenix,0.9,bale_794.txt
Christian Bale,0.9,bale_802.txt
UNKNOWN,0.0,bale_808.txt
Johnny Depp,0.9,bale_81.txt
Christian Bale,0.9,bale_818.txt
Daniel Radcliffe,0.9,bale_827.txt
Angelina Jolie,0.9,bale_838.txt
Brad Pitt,0.9,bale_868.txt
UNKNOWN,0.0,bale_892.txt
Christian Bale,0.9,bale_92.txt
Jim Carrey,0.9,bale_924.txt
Johnny Depp,0.8,bale_944.txt
Christian Bale,0.9,bale_952.txt
Robert De Niro,0.9,bale_963.txt
Tom Cruise,0.9,bale_997.txt
Cristiano Ronaldo,0.9,beckham_100.txt
Lionel Messi,0.9,beckham_1008.txt
David Beckham,0.9,beckham_1024.txt
David Beckham,0.9,beckham_105.txt
David Beckham,0.9,beckham_1080.txt
David Beckham,0.9,beckham_110.txt
David Beckham,0.8,beckham_14.txt
David Beckham,0.9,beckham_159.txt
David Beckham,0.9,beckham_220.txt
David Beckham,0.9,beckham_225.txt
David Beckham,0.9,beckham_260.txt
David Beckham,0.9,beckham_29.txt
David Beckham,0.9,beckham_300.txt
David Beckham,0.9,beckham_318.txt
David Beckham,0.8,beckham_334.txt
David Beckham,0.9,beckham_338.txt
David Beckham,0.9,beckham_369.txt
David Beckham,0.9,beckham_425.txt
David Beckham,0.9,beckham_465.txt
David Beckham,0.9,beckham_478.txt
David Beckham,0.9,beckham_495.txt
David Beckham,0.9,beckham_5.txt
David Beckham,0.9,beckham_515.txt
David Beckham,0.9,beckham_519.txt
David Beckham,0.9,beckham_534.txt
Cristiano Ronaldo,0.9,beckham_574.txt
David Beckham,0.9,beckham_610.txt
David Beckham,0.9,beckham_663.txt
UNKNOWN,0.0,beckham_694.txt
Cristiano Ronaldo,0.9,beckham_709.txt
David Beckham,0.9,beckham_714.txt
David Beckham,0.9,beckham_720.txt
David Beckham,0.9,beckham_723.txt
David Beckham,0.9,beckham_763.txt
David Beckham,0.9,beckham_779.txt
David Beckham,0.9,beckham_834.txt
David Beckham,0.9,beckham_84.txt
David Beckham,0.9,beckham_843.txt
David Beckham,0.9,beckham_865.txt
David Beckham,0.9,beckham_885.txt
David Beckham,0.9,beckham_889.txt
Lionel Messi,0.9,beckham_903.txt
David Beckham,0.9,beckham_909.txt
David Beckham,0.9,beckham_915.txt
David Beckham,0.9,beckham_930.txt
David Beckham,0.9,beckham_935.txt
David Beckham,0.9,beckham_954.txt
David Beckham,0.9,beckham_959.txt
David Beckham,0.9,beckham_964.txt
Tyra Banks,0.9,campbell_1018.txt
Kate Moss,0.9,campbell_1028.txt
UNKNOWN,0.0,campbell_1054.txt
Gisele Bündchen,0.9,campbell_1068.txt
Gisele Bündchen,0.9,campbell_163.txt
Naomi Campbell,0.8,campbell_174.txt
UNKNOWN,0.0,campbell_203.txt
Gisele Bündchen,0.9,campbell_217.txt
Naomi Campbell,0.9,campbell_228.txt
UNKNOWN,0.0,campbell_23.txt
Naomi Campbell,0.9,campbell_254.txt
Gigi Hadid,0.9,campbell_298.txt
UNKNOWN,0.0,campbell_307.txt
Meryl Streep,0.9,campbell_314.txt
Naomi Campbell,0.9,campbell_329.txt
Naomi Campbell,0.9,campbell_33.txt
UNKNOWN,0.0,campbell_353.txt
Michael Jackson,0.9,campbell_382.txt
Kate Moss,0.9,campbell_389.txt
UNKNOWN,0.0,campbell_398.txt
UNKNOWN,0.0,campbell_414.txt
Naomi Campbell,0.95,campbell_477.txt
Gigi Hadid,0.9,campbell_488.txt
Kate Moss,0.8,campbell_507.txt
Naomi Campbell,0.9,campbell_523.txt
Naomi Campbell,0.9,campbell_529.txt
UNKNOWN,0.0,campbell_53.txt
Naomi Campbell,0.9,campbell_563.txt
Gisele Bündchen,0.9,campbell_569.txt
UNKNOWN,0.0,campbell_572.txt
Naomi Campbell,0.9,campbell_62.txt
Naomi Campbell,0.9,campbell_647.txt
Tyra Banks,0.9,campbell_657.txt
UNKNOWN,0.0,campbell_662.txt
Naomi Campbell,0.9,campbell_668.txt
Kate Moss,0.9,campbell_67.txt
UNKNOWN,0.0,campbell_688.txt
Donald Trump,0.8,campbell_693.txt
UNKNOWN,0.8,campbell_734.txt
Gisele Bündchen,0.9,campbell_744.txt
UNKNOWN,0.9,campbell_758.txt
UNKNOWN,0.0,campbell_784.txt
UNKNOWN,0.0,campbell_789.txt
Naomi Campbell,0.9,campbell_795.txt
UNKNOWN,0.0,campbell_833.txt
UNKNOWN,0.0,campbell_848.txt
Naomi Campbell,0.9,campbell_869.txt
Naomi Campbell,0.9,campbell_939.txt
Gigi Hadid,0.9,campbell_94.txt
Naomi Campbell,0.9,campbell_993.txt
Naomi Campbell,0.9,campbell_999.txt
Daniel Craig,0.9,craig_10.txt
Daniel Craig,0.9,craig_1005.txt
Keanu Reeves,0.9,craig_1017.txt
UNKNOWN,0.0,craig_1049.txt
UNKNOWN,0.0,craig_1053.txt
Daniel Craig,0.9,craig_1078.txt
Brad Pitt,0.9,craig_114.txt
UNKNOWN,0.0,craig_123.txt
Daniel Craig,0.8,craig_137.txt
Daniel Radcliffe,0.9,craig_149.txt
Daniel Craig,0.9,craig_17.txt
Daniel Craig,0.9,craig_188.txt
Daniel Craig,0.8,craig_227.txt
Daniel Craig,0.9,craig_253.txt
UNKNOWN,0.0,craig_259.txt
Daniel Craig,0.9,craig_263.txt
UNKNOWN,0.0,craig_273.txt
Daniel Craig,0.9,craig_32.txt
Reese Witherspoon,0.9,craig_328.txt
Brad Pitt,0.8,craig_332.txt
UNKNOWN,0.0,craig_375.txt
UNKNOWN,0.0,craig_378.txt
Tom Hanks,0.9,craig_381.txt
Daniel Radcliffe,0.9,craig_393.txt
UNKNOWN,0.0,craig_40.txt
UNKNOWN,0.0,craig_403.txt
UNKNOWN,0.0,craig_413.txt
UNKNOWN,0.0,craig_439.txt
Daniel Craig,0.9,craig_469.txt
Hugh Jackman,0.9,craig_476.txt
Jennifer Aniston,0.9,craig_493.txt
Daniel Radcliffe,0.9,craig_528.txt
UNKNOWN,0.0,craig_538.txt
UNKNOWN,0.0,craig_58.txt
UNKNOWN,0.0,craig_596.txt
Daniel Radcliffe,0.9,craig_612.txt
Tom Hanks,0.9,craig_644.txt
Daniel Craig,0.9,craig_677.txt
Tom Hanks,0.9,craig_698.txt
Daniel Craig,0.9,craig_703.txt
UNKNOWN,0.0,craig_713.txt
UNKNOWN,0.0,craig_788.txt
Daniel Craig,0.9,craig_819.txt
Tom Hanks,0.9,craig_823.txt
Daniel Radcliffe,0.9,craig_832.txt
Leonardo DiCaprio,0.9,craig_873.txt
Tom Hardy,0.9,craig_879.txt
Daniel Craig,0.9,craig_886.txt
Daniel Craig,0.9,craig_908.txt
UNKNOWN,0.0,craig_912.txt
Daniel Craig,0.9,craig_928.txt
Daniel Radcliffe,0.9,craig_978.txt
Tom Hiddleston,0.9,craig_98.txt
Angelina Jolie,0.9,craig_992.txt
UNKNOWN,0.0,cumberbatch_1031.txt
Cate Blanchett,0.9,cumberbatch_1036.txt
UNKNOWN,0.0,cumberbatch_1046.txt
Unknown,0.0,cumberbatch_131.txt
UNKNOWN,0.0,cumberbatch_151.txt
UNKNOWN,0.0,cumberbatch_171.txt
UNKNOWN,0.0,cumberbatch_181.txt
UNKNOWN,0.0,cumberbatch_206.txt
Benedict Cumberbatch,0.9,cumberbatch_211.txt
Benedict Cumberbatch,0.9,cumberbatch_221.txt
Tom Hanks,0.9,cumberbatch_236.txt
Alan Rickman,0.9,cumberbatch_246.txt
Benedict Cumberbatch,0.9,cumberbatch_26.txt
UNKNOWN,0.0,cumberbatch_266.txt
Benedict Cumberbatch,0.9,cumberbatch_291.txt
UNKNOWN,0.0,cumberbatch_326.txt
UNKNOWN,0.0,cumberbatch_341.txt
Tom Hanks,0.9,cumberbatch_386.txt
UNKNOWN,0.0,cumberbatch_426.txt
UNKNOWN,0.0,cumberbatch_456.txt
Hugh Jackman,0.9,cumberbatch_461.txt
Tom Hiddleston,0.8,cumberbatch_471.txt
Benedict Cumberbatch,0.9,cumberbatch_481.txt
UNKNOWN,0.0,cumberbatch_486.txt
UNKNOWN,0.0,cumberbatch_501.txt
UNKNOWN,0.0,cumberbatch_511.txt
Benedict Cumberbatch,0.9,cumberbatch_521.txt
UNKNOWN,0.0,cumberbatch_541.txt
Benedict Cumberbatch,0.9,cumberbatch_56.txt
Tom Hanks,0.9,cumberbatch_566.txt
Benedict Cumberbatch,0.9,cumberbatch_6.txt
George Clooney,0.9,cumberbatch_606.txt
Tom Hanks,0.9,cumberbatch_621.txt
UNKNOWN,0.0,cumberbatch_651.txt
Tom Hanks,0.9,cumberbatch_71.txt
Benedict Cumberbatch,0.9,cumberbatch_716.txt
Hugh Jackman,0.9,cumberbatch_726.txt
UNKNOWN,0.0,cumberbatch_731.txt
Cate Blanchett,0.9,cumberbatch_751.txt
Hugh Jackman,0.8,cumberbatch_766.txt
UNKNOWN,0.0,cumberbatch_786.txt
UNKNOWN,0.0,cumberbatch_796.txt
Barbara Smith,0.8,cumberbatch_806.txt
Hugh Grant,0.9,cumberbatch_816.txt
UNKNOWN,0.0,cumberbatch_821.txt
Steve Carell,0.9,cumberbatch_856.txt
UNKNOWN,0.0,cumberbatch_861.txt
Benedict Cumberbatch,0.9,cumberbatch_871.txt
UNKNOWN,0.0,cumberbatch_881.txt
UNKNOWN,0.0,cumberbatch_926.txt
Benedict Cumberbatch,0.9,cumberbatch_941.txt
UNKNOWN,0.0,cumberbatch_971.txt
UNKNOWN,0.0,cumberbatch_981.txt
Tom Hanks,0.9,cumberbatch_986.txt
Janelle Monáe,0.9,delevigne_1000.txt
UNKNOWN,0.0,delevigne_1007.txt
UNKNOWN,0.0,delevigne_1015.txt
UNKNOWN,0.0,delevigne_1029.txt
Taylor Swift,0.9,delevigne_104.txt
UNKNOWN,0.0,delevigne_1064.txt
UNKNOWN,0.0,delevigne_130.txt
Keira Knightley,0.9,delevigne_150.txt
Cara Delevingne,0.95,delevigne_184.txt
Cara Delevingne,0.9,delevigne_189.txt
UNKNOWN,0.0,delevigne_199.txt
Unknown,0.0,delevigne_205.txt
UNKNOWN,0.0,delevigne_210.txt
Cara Delevingne,0.9,delevigne_219.txt
UNKNOWN,0.0,delevigne_245.txt
UNKNOWN,0.0,delevigne_25.txt
UNKNOWN,0.0,delevigne_255.txt
Cara Delevingne,0.9,delevigne_265.txt
UNKNOWN,0.0,delevigne_270.txt
UNKNOWN,0.0,delevigne_274.txt
Gigi Hadid,0.9,delevigne_28.txt
UNKNOWN,0.0,delevigne_299.txt
Cara Delevingne,0.9,delevigne_317.txt
UNKNOWN,0.0,delevigne_383.txt
Cara Delevingne,0.9,delevigne_395.txt
Cara Delevingne,0.9,delevigne_415.txt
Cara Delevingne,0.9,delevigne_459.txt
Gigi Hadid,0.9,delevigne_475.txt
Cara Delevingne,0.9,delevigne_484.txt
Cara Delevingne,0.9,delevigne_490.txt
UNKNOWN,0.0,delevigne_54.txt
UNKNOWN,0.0,delevigne_570.txt
Cara Delevingne,0.9,delevigne_589.txt
Cara Delevingne,0.9,delevigne_59.txt
UNKNOWN,0.0,delevigne_600.txt
Taylor Swift,0.9,delevigne_620.txt
UNKNOWN,0.8,delevigne_659.txt
Cara Delevingne,0.9,delevigne_669.txt
UNKNOWN,0.0,delevigne_675.txt
Cara Delevingne,0.9,delevigne_70.txt
Cara Delevingne,0.9,delevigne_700.txt
UNKNOWN,0.0,delevigne_729.txt
UNKNOWN,0.0,delevigne_750.txt
Cara Delevingne,0.9,delevigne_83.txt
Angelina Jolie,0.9,delevigne_859.txt
Gal Gadot,0.9,delevigne_914.txt
UNKNOWN,0.0,delevigne_920.txt
UNKNOWN,0.0,delevigne_940.txt
UNKNOWN,0.0,delevigne_949.txt
UNKNOWN,0.0,delevigne_953.txt
Cara Delevingne,0.9,delevigne_994.txt
Judi Dench,0.9,dench_1034.txt
UNKNOWN,0.0,dench_1058.txt
Meryl Streep,0.9,dench_1072.txt
UNKNOWN,0.0,dench_1079.txt
Meryl Streep,0.9,dench_119.txt
Meryl Streep,0.9,dench_138.txt
Judi Dench,0.9,dench_144.txt
Judi Dench,0.8,dench_268.txt
Judi Dench,0.9,dench_27.txt
Cate Blanchett,0.9,dench_278.txt
Meryl Streep,0.9,dench_283.txt
Judi Dench,0.9,dench_315.txt
Meryl Streep,0.9,dench_344.txt
Meryl Streep,0.9,dench_354.txt
Emma Watson,0.9,dench_359.txt
Judi Dench,0.9,dench_363.txt
