name,score,File
PERSON_FIRSTNAME_2 PERSON_LASTNAME_2,0.9,craig_596.txt
PERSON_FIRSTNAME_4 PERSON_LASTNAME_4,0.95,craig_713.txt
PERSON_FIRSTNAME_1 PERSON_LASTNAME_3,0.85,jagger_286.txt
PERSON_FIRSTNAME_1,0.9,adele_923.txt
PERSON_FIRSTNAME_2 PERSON_LASTNAME_2,0.8,craig_328.txt
PERSON_FIRSTNAME_1,0.8,jagger_422.txt
PERSON_FIRSTNAME_3 PERSON_LASTNAME_3,0.9,adele_97.txt
PERSON_FIRSTNAME ORGANIZATION_1 PERSON_LASTNAME ORGANIZATION_1,0.8,craig_992.txt
PERSON_FIRSTNAME PERSON_LASTNAME,0.8,craig_375.txt
Adele,0.9,adele_423.txt
Taylor Swift,0.9,adele_112.txt
Adele,0.9,adele_366.txt
PERSON_FIRSTNAME_2,0.9,adele_271.txt
PERSON_LASTNAME_1,0.8,craig_978.txt
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,adele_748.txt
PERSON_FIRSTNAME_1,0.95,adele_209.txt
Taylor Swift,0.9,adele_1067.txt
PERSON_FIRSTNAME_2 PERSON_LASTNAME_2,0.8,jagger_792.txt
PERSON_FIRSTNAME_1,0.8,adele_147.txt
PERSON_FIRSTNAME_2,0.8,adele_503.txt
PERSON_FIRSTNAME_3 PERSON_LASTNAME_4,0.8,craig_788.txt
Adele,0.9,adele_851.txt
Adele,0.9,adele_178.txt
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,adele_1002.txt
PERSON_FIRSTNAME DATE_2,0.8,adele_996.txt
PERSON_FIRSTNAME_4 PERSON_LASTNAME_1,0.9,craig_253.txt
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,jagger_441.txt
Adele,0.9,adele_57.txt
PERSON_FIRSTNAME_1,0.95,adele_798.txt
John Doe,0.9,jagger_771.txt
Freddie Mercury,0.9,jagger_141.txt
Adele,0.9,adele_673.txt
Adele,0.9,adele_682.txt
PERSON_FIRSTNAME_1,0.85,adele_297.txt
PERSON_LASTNAME_1,0.8,craig_413.txt
John Doe,0.8,jagger_496.txt
John Doe,0.9,jagger_984.txt
John Smith,0.8,jagger_917.txt
