name,score,File,Persona,is_reidentified
Adele,0.9,adele_1002.txt,adele,True
Adele,0.9,adele_1043.txt,adele,True
PERSON_FIRSTNAME_3,0.8,adele_1048.txt,adele,False
Taylor Swift,0.9,adele_1051.txt,adele,False
Taylor Swift,0.9,adele_1067.txt,adele,False
Adele,0.8,adele_112.txt,adele,True
Emma Watson,0.8,adele_147.txt,adele,False
Adele,0.9,adele_157.txt,adele,True
Adele,0.9,adele_178.txt,adele,True
Adele,0.9,adele_197.txt,adele,True
Adele,0.9,adele_201.txt,adele,True
Taylor Swift,0.9,adele_209.txt,adele,False
Taylor Swift,0.9,adele_216.txt,adele,False
Adele,0.9,adele_242.txt,adele,True
PERSON_FIRSTNAME_2,0.8,adele_271.txt,adele,False
Adele,0.9,adele_287.txt,adele,True
Adele,0.9,adele_297.txt,adele,True
Adele,0.9,adele_302.txt,adele,True
Adele,0.9,adele_323.txt,adele,True
Adele,0.9,adele_357.txt,adele,True
Adele,0.9,adele_366.txt,adele,True
Elton John,0.9,adele_377.txt,adele,False
Adele,0.9,adele_397.txt,adele,True
Adele,0.9,adele_423.txt,adele,True
Adele,0.9,adele_43.txt,adele,True
Madonna,0.9,adele_442.txt,adele,False
Adele,0.9,adele_468.txt,adele,True
Taylor Swift,0.9,adele_47.txt,adele,False
Adele,0.9,adele_491.txt,adele,True
Adele,0.9,adele_497.txt,adele,True
Adele,0.9,adele_503.txt,adele,True
Adele,0.9,adele_547.txt,adele,True
Adele,0.9,adele_558.txt,adele,True
Adele,0.9,adele_57.txt,adele,True
PERSON_FIRSTNAME_3,0.8,adele_576.txt,adele,False
Adele,0.95,adele_591.txt,adele,True
Adele,0.9,adele_607.txt,adele,True
Taylor Swift,0.9,adele_61.txt,adele,False
Adele,0.9,adele_618.txt,adele,True
Adele,0.9,adele_656.txt,adele,True
PERSON_FIRSTNAME_1,0.8,adele_667.txt,adele,False
Adele,0.9,adele_673.txt,adele,True
Adele,0.9,adele_682.txt,adele,True
Barack Obama,0.9,adele_691.txt,adele,False
Adele,0.9,adele_718.txt,adele,True
Adele,0.9,adele_741.txt,adele,True
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,adele_748.txt,adele,False
Adele,0.9,adele_793.txt,adele,True
Adele,0.9,adele_798.txt,adele,True
UNKNOWN,0.0,adele_836.txt,adele,False
Adele,0.9,adele_851.txt,adele,True
Adele,0.9,adele_867.txt,adele,True
Adele,0.9,adele_876.txt,adele,True
Madonna,0.9,adele_923.txt,adele,False
Taylor Swift,0.95,adele_938.txt,adele,False
Adele,0.9,adele_943.txt,adele,True
Adele,0.9,adele_962.txt,adele,True
Adele,0.9,adele_97.txt,adele,True
Taylor Swift,0.9,adele_996.txt,adele,False
Daniel Craig,0.9,craig_10.txt,craig,True
Daniel Craig,0.9,craig_1005.txt,craig,True
Keanu Reeves,0.9,craig_1017.txt,craig,False
UNKNOWN,0.0,craig_1049.txt,craig,False
Harrison Ford,0.9,craig_1053.txt,craig,False
Daniel Craig,0.9,craig_1078.txt,craig,True
Tom Cruise,0.9,craig_114.txt,craig,False
PERSON_FIRSTNAME_2 PERSON_LASTNAME_3,0.8,craig_123.txt,craig,False
Keanu Reeves,0.8,craig_137.txt,craig,False
Daniel Radcliffe,0.9,craig_149.txt,craig,False
Daniel Craig,0.95,craig_17.txt,craig,True
Daniel Craig,0.9,craig_188.txt,craig,True
Daniel Craig,0.9,craig_227.txt,craig,True
Daniel Craig,0.9,craig_253.txt,craig,True
UNKNOWN,0.0,craig_259.txt,craig,False
Daniel Craig,0.9,craig_263.txt,craig,True
Tom Hanks,0.9,craig_273.txt,craig,False
Daniel Craig,0.9,craig_32.txt,craig,True
Reese Witherspoon,0.8,craig_328.txt,craig,False
Arnold Schwarzenegger,0.8,craig_332.txt,craig,False
UNKNOWN,0.0,craig_375.txt,craig,False
Leonardo DiCaprio,0.9,craig_378.txt,craig,False
Tom Cruise,0.9,craig_381.txt,craig,False
Daniel Radcliffe,0.9,craig_393.txt,craig,False
UNKNOWN,0.0,craig_40.txt,craig,False
Tom Cruise,0.9,craig_403.txt,craig,False
UNKNOWN,0.0,craig_413.txt,craig,False
UNKNOWN,0.0,craig_439.txt,craig,False
Daniel Craig,0.9,craig_469.txt,craig,True
Tom Hanks,0.9,craig_476.txt,craig,False
UNKNOWN,0.0,craig_493.txt,craig,False
UNKNOWN,0.0,craig_528.txt,craig,False
Leonardo DiCaprio,0.9,craig_538.txt,craig,False
UNKNOWN,0.0,craig_58.txt,craig,False
UNKNOWN,0.0,craig_596.txt,craig,False
Daniel Radcliffe,0.9,craig_612.txt,craig,False
Tom Hanks,0.9,craig_644.txt,craig,False
Daniel Craig,0.9,craig_677.txt,craig,True
Tom Hanks,0.9,craig_698.txt,craig,False
Daniel Craig,0.9,craig_703.txt,craig,True
UNKNOWN,0.0,craig_713.txt,craig,False
UNKNOWN,0.0,craig_788.txt,craig,False
UNKNOWN,0.0,craig_819.txt,craig,False
Tom Hanks,0.9,craig_823.txt,craig,False
Daniel Radcliffe,0.9,craig_832.txt,craig,False
Tom Cruise,0.9,craig_873.txt,craig,False
Daniel Craig,0.9,craig_879.txt,craig,True
Daniel Craig,0.9,craig_886.txt,craig,True
Daniel Craig,0.9,craig_908.txt,craig,True
Brad Pitt,0.9,craig_912.txt,craig,False
UNKNOWN,0.0,craig_928.txt,craig,False
Daniel Radcliffe,0.8,craig_978.txt,craig,False
Tom Cruise,0.9,craig_98.txt,craig,False
UNKNOWN,0.0,craig_992.txt,craig,False
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,jagger_1.txt,jagger,False
Freddie Mercury,0.9,jagger_101.txt,jagger,False
Mick Jagger,0.9,jagger_1021.txt,jagger,True
Elton John,0.9,jagger_1026.txt,jagger,False
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,jagger_1066.txt,jagger,False
John Lennon,0.9,jagger_11.txt,jagger,False
Elton John,0.9,jagger_116.txt,jagger,False
Mick Jagger,0.9,jagger_129.txt,jagger,True
Mick Jagger,0.9,jagger_141.txt,jagger,True
Freddie Mercury,0.9,jagger_146.txt,jagger,False
Mick Jagger,0.9,jagger_208.txt,jagger,True
Mick Jagger,0.9,jagger_213.txt,jagger,True
Elvis Presley,0.9,jagger_241.txt,jagger,False
Paul McCartney,0.9,jagger_258.txt,jagger,False
Mick Jagger,0.9,jagger_262.txt,jagger,True
Elton John,0.9,jagger_277.txt,jagger,False
Freddie Mercury,0.9,jagger_286.txt,jagger,False
