name,score,File
UNKNOWN,0.0,craig_596.txt
UNKNOWN,0.0,craig_713.txt
Freddie Mercury,0.9,jagger_286.txt
Madonna,0.9,adele_923.txt
Reese Witherspoon,0.8,craig_328.txt
Mick Jagger,0.9,jagger_422.txt
Adele,0.9,adele_97.txt
UNKNOWN,0.0,craig_992.txt
UNKNOWN,0.0,craig_375.txt
Adele,0.9,adele_423.txt
Adele,0.8,adele_112.txt
Adele,0.9,adele_366.txt
PERSON_FIRSTNAME_2,0.8,adele_271.txt
Daniel Radcliffe,0.8,craig_978.txt
PERSON_FIRSTNAME_1 PERSON_LASTNAME_1,0.8,adele_748.txt
Taylor Swift,0.9,adele_209.txt
Taylor Swift,0.9,adele_1067.txt
PERSON_FIRSTNAME_2 PERSON_LASTNAME_2,1.0,jagger_792.txt
Emma Watson,0.8,adele_147.txt
Adele,0.9,adele_503.txt
UNKNOWN,0.0,craig_788.txt
Adele,0.9,adele_851.txt
Adele,0.9,adele_178.txt
Adele,0.9,adele_1002.txt
Taylor Swift,0.9,adele_996.txt
Daniel Craig,0.9,craig_253.txt
Mick Jagger,0.9,jagger_441.txt
Adele,0.9,adele_57.txt
Adele,0.9,adele_798.txt
Mick Jagger,0.9,jagger_771.txt
Mick Jagger,0.9,jagger_141.txt
Adele,0.9,adele_673.txt
Adele,0.9,adele_682.txt
Adele,0.9,adele_297.txt
UNKNOWN,0.0,craig_413.txt
Paul McCartney,0.9,jagger_496.txt
Bono,0.8,jagger_984.txt
Shakira,0.9,jagger_917.txt
Taylor Swift,0.9,jagger_897.txt
Elvis Presley,0.9,jagger_567.txt
PERSON_FIRSTNAME_2 PERSON_LASTNAME_1,0.8,jagger_513.txt
Taylor Swift,0.9,adele_216.txt
Mick Jagger,0.9,jagger_557.txt
UNKNOWN,0.0,craig_58.txt
Harrison Ford,0.9,craig_1053.txt
UNKNOWN,0.0,craig_1049.txt
Mick Jagger,0.9,jagger_296.txt
Bono,0.9,jagger_458.txt
